"SNP_name"	"chromosome"	"Physical_Position"	"rawData.log2ratio."
"SNP_A-2088306"	11	19883791	-0.094555
"SNP_A-2245849"	11	19889595	0.224442
"SNP_A-2008279"	11	19897492	-0.350883
"SNP_A-4221982"	11	19913682	0.457673
"SNP_A-2045823"	11	19916600	-0.226352
"SNP_A-2008282"	11	19917212	-0.108704
"SNP_A-4223996"	11	19924881	0.254713
"SNP_A-2083752"	11	19930344	0.35408
"SNP_A-1854188"	11	19930685	0.086412
"SNP_A-2066459"	11	19931176	0.115109
"SNP_A-1795557"	11	19933593	0.412063
"SNP_A-2043019"	11	19938203	0.486831
"SNP_A-1819358"	11	19938303	0.400888
"SNP_A-2029030"	11	19939536	0.41675
"SNP_A-1951288"	11	19939756	0.308127
"SNP_A-4239583"	11	19939902	0.266718
"SNP_A-2177696"	11	19951206	0.361661
"SNP_A-4214745"	11	19959591	0.385778
"SNP_A-1883568"	11	19962912	-0.108663
"SNP_A-2233352"	11	19962995	0.28039
"SNP_A-2207094"	11	20006435	0.381705
"SNP_A-4194946"	11	20006719	0.242766
"SNP_A-4231115"	11	20006781	0.119872
"SNP_A-1931793"	11	20010054	0.160075
"SNP_A-2209716"	11	20010143	-0.051192
"SNP_A-2214153"	11	20013223	0.181833
"SNP_A-4205646"	11	20017021	0.025373
"SNP_A-2008294"	11	20025540	-0.091639
"SNP_A-1782581"	11	20031569	0.338795
"SNP_A-2292326"	11	20043340	0.43916
"SNP_A-2089736"	11	20045415	0.191199
"SNP_A-2175006"	11	20062960	-0.097622
"SNP_A-4192825"	11	20069399	-0.341572
"SNP_A-2201017"	11	20071853	-0.079698
"SNP_A-1845188"	11	20071925	0.303375
"SNP_A-2064922"	11	20072855	0.087187
"SNP_A-2188241"	11	20089989	0.139038
"SNP_A-1811807"	11	20096931	0.105757
"SNP_A-2275240"	11	20116488	-0.021776
"SNP_A-2208423"	11	20117042	0.102122
"SNP_A-1943886"	11	20128523	0.097637
"SNP_A-4200436"	11	20132181	0.281202
"SNP_A-1806776"	11	20150659	0.293834
"SNP_A-4217202"	11	20159301	0.585055
"SNP_A-2073500"	11	20168040	-0.025205
"SNP_A-2008302"	11	20170403	0.078788
"SNP_A-2008303"	11	20170531	0.387485
"SNP_A-1831843"	11	20191985	0.117504
"SNP_A-4231509"	11	20199629	0.169302
"SNP_A-2098743"	11	20199867	0.241667
"SNP_A-1850565"	11	20210175	-0.180835
"SNP_A-1866535"	11	20238120	0.217079
"SNP_A-2001787"	11	20257697	-0.072438
"SNP_A-1819552"	11	20257785	0.35054
"SNP_A-2302833"	11	20282667	0.310162
"SNP_A-2074706"	11	20286291	0.469157
"SNP_A-1883066"	11	20287973	0.280389
"SNP_A-2140617"	11	20291471	-0.102141
"SNP_A-1866189"	11	20295957	0.265236
"SNP_A-2294821"	11	20305539	0.564925
"SNP_A-4214748"	11	20305649	0.265515
"SNP_A-2008314"	11	20307061	0.258929
"SNP_A-2099042"	11	20313020	-0.335207
"SNP_A-1836630"	11	20317544	0.236081
"SNP_A-4193190"	11	20326782	-0.168389
"SNP_A-2174456"	11	20334621	0.274855
"SNP_A-2183884"	11	20334676	-0.040402
"SNP_A-2278020"	11	20334700	-0.221871
"SNP_A-2024458"	11	20339900	-0.118088
"SNP_A-2121959"	11	20356731	0.255652
"SNP_A-2187696"	11	20356838	0.133215
"SNP_A-2314344"	11	20357583	0.260783
"SNP_A-2261667"	11	20357858	-0.239896
"SNP_A-2181936"	11	20361711	0.010682
"SNP_A-4214749"	11	20362222	-0.343776
"SNP_A-4214750"	11	20362383	0.372995
"SNP_A-2203779"	11	20377913	0.446262
"SNP_A-2149653"	11	20387592	-0.133299
"SNP_A-4216965"	11	20391316	0.071246
"SNP_A-2213798"	11	20403995	0.06647
"SNP_A-1952504"	11	20438181	0.167122
"SNP_A-1811061"	11	20438224	0.005654
"SNP_A-1827959"	11	20439377	0.281077
"SNP_A-4205305"	11	20442006	0.171834
"SNP_A-2284136"	11	20447280	-0.072345
"SNP_A-4226964"	11	20447662	0.056753
"SNP_A-2253618"	11	20458564	0.15936
"SNP_A-2057885"	11	20466901	-0.054891
"SNP_A-2160738"	11	20468790	-0.23246
"SNP_A-2305534"	11	20469836	0.72979
"SNP_A-4221253"	11	20485536	-0.32717
"SNP_A-1952358"	11	20490295	0.171697
"SNP_A-1924648"	11	20491823	0.026601
"SNP_A-2032516"	11	20501952	0.856919
"SNP_A-1956803"	11	20506653	0.517681
"SNP_A-1893602"	11	20509536	0.093131
"SNP_A-2001788"	11	20514111	0.238187
"SNP_A-2001789"	11	20514656	0.744579
"SNP_A-1942816"	11	20515991	-0.071966
"SNP_A-4218682"	11	20519617	0.210998
"SNP_A-1824469"	11	20528452	0.138383
"SNP_A-2129128"	11	20528892	-0.456421
"SNP_A-2065584"	11	20528983	-0.296611
"SNP_A-2008319"	11	20543963	0.245839
"SNP_A-1900079"	11	20559154	-0.037577
"SNP_A-1950423"	11	20560081	0.074641
"SNP_A-2306076"	11	20563033	0.277657
"SNP_A-2270816"	11	20567419	0.605566
"SNP_A-2238533"	11	20568187	0.0122
"SNP_A-1841113"	11	20568274	-0.12186
"SNP_A-2298467"	11	20569721	-0.245082
"SNP_A-1954657"	11	20573525	-0.233752
"SNP_A-1867935"	11	20592242	0.064095
"SNP_A-2107274"	11	20609196	-0.15873
"SNP_A-4216997"	11	20616206	0.236637
"SNP_A-4192614"	11	20632221	0.145234
"SNP_A-4216854"	11	20667026	0.187874
"SNP_A-2052286"	11	20692989	0.360399
"SNP_A-1929949"	11	20699586	0.0441
"SNP_A-2175048"	11	20700539	0.317233
"SNP_A-1813691"	11	20700589	0.21407
"SNP_A-1903225"	11	20700873	0.385408
"SNP_A-1854995"	11	20700892	0.077817
"SNP_A-2113246"	11	20701649	0.059275
"SNP_A-2271806"	11	20702507	0.119765
"SNP_A-4236176"	11	20709069	-0.027033
"SNP_A-4219817"	11	20709201	0.246929
"SNP_A-4204970"	11	20709233	0.008139
"SNP_A-1918266"	11	20709410	0.25855
"SNP_A-2293709"	11	20713776	0.155735
"SNP_A-2147454"	11	20713800	0.669462
"SNP_A-1876249"	11	20717729	0.535966
"SNP_A-2232197"	11	20739405	0.278267
"SNP_A-4214751"	11	20740563	-0.022158
"SNP_A-4194796"	11	20740839	0.364427
"SNP_A-2130422"	11	20753829	0.366825
"SNP_A-1911938"	11	20792876	0.377225
"SNP_A-1883761"	11	20796450	0.140513
"SNP_A-2008337"	11	20797068	0.006832
"SNP_A-4214752"	11	20797302	0.003534
"SNP_A-1821144"	11	20809189	0.259284
"SNP_A-2233823"	11	20809797	0.04092
"SNP_A-1869465"	11	20827312	-0.091093
"SNP_A-2149479"	11	20827493	0.152735
"SNP_A-1945229"	11	20827819	0.01136
"SNP_A-1869496"	11	20836106	0.19095
"SNP_A-1896286"	11	20839440	0.039953
"SNP_A-1846466"	11	20855906	0.422181
"SNP_A-2079469"	11	20862628	0.264262
"SNP_A-1925099"	11	20890541	-0.090297
"SNP_A-2173328"	11	20891585	0.488887
"SNP_A-2052267"	11	20894431	0.383689
"SNP_A-1817828"	11	20907437	0.575009
"SNP_A-1867397"	11	20911760	0.355829
"SNP_A-1947693"	11	20914919	0.216206
"SNP_A-1930475"	11	20915370	0.286291
"SNP_A-4205554"	11	20917449	-0.313913
"SNP_A-2054515"	11	20917656	0.17416
"SNP_A-4196499"	11	20921106	0.020062
"SNP_A-1933742"	11	20925249	0.068615
"SNP_A-2233900"	11	20927365	0.230232
"SNP_A-2064451"	11	20932167	-0.084927
"SNP_A-2235812"	11	20933235	0.08882
"SNP_A-1901541"	11	20939806	-0.322159
"SNP_A-2222777"	11	20942913	0.086178
"SNP_A-2008350"	11	20956134	0.015872
"SNP_A-2240209"	11	20956327	-0.000965
"SNP_A-2163753"	11	20957719	0.068465
"SNP_A-2299959"	11	20957816	0.051906
"SNP_A-2144758"	11	20964943	0.354212
"SNP_A-2258530"	11	20966312	0.096036
"SNP_A-2226619"	11	20969470	-0.076951
"SNP_A-2220694"	11	20970702	0.429327
"SNP_A-4214753"	11	20973973	0.06759
"SNP_A-2008352"	11	20974069	-0.149133
"SNP_A-4214754"	11	20977136	0.129655
"SNP_A-2103009"	11	20977347	-0.185347
"SNP_A-2008356"	11	20985160	0.351804
"SNP_A-4214755"	11	20987033	-0.412463
"SNP_A-4214756"	11	20987280	0.175081
"SNP_A-2008357"	11	20994286	-0.254963
"SNP_A-4214757"	11	20994596	-0.180644
"SNP_A-2008359"	11	21001472	-0.076094
"SNP_A-4214109"	11	21001598	0.073011
"SNP_A-2135655"	11	21020361	-0.027795
"SNP_A-2094245"	11	21022320	-0.005756
"SNP_A-2008361"	11	21025930	-0.025428
"SNP_A-4214758"	11	21027489	-0.020399
"SNP_A-2008364"	11	21034550	0.003178
"SNP_A-2296588"	11	21035410	-0.138208
"SNP_A-4225593"	11	21035931	0.150503
"SNP_A-2200945"	11	21036518	0.219391
"SNP_A-1940947"	11	21051124	0.160511
"SNP_A-1944194"	11	21051286	-0.141192
"SNP_A-1872392"	11	21071031	0.541759
"SNP_A-2054639"	11	21082603	0.176245
"SNP_A-4195058"	11	21083428	-0.201988
"SNP_A-2008369"	11	21088360	0.414415
"SNP_A-2008370"	11	21098128	0.028875
"SNP_A-2008371"	11	21101755	0.360715
"SNP_A-2250078"	11	21106208	-0.045345
"SNP_A-2175134"	11	21109721	0.322228
"SNP_A-2296860"	11	21110491	-0.038516
"SNP_A-2055498"	11	21123338	0.38688
"SNP_A-2008382"	11	21149771	0.188263
"SNP_A-4228457"	11	21152252	-0.586654
"SNP_A-2008385"	11	21152756	-0.124283
"SNP_A-1800964"	11	21155369	-0.06941
"SNP_A-4214110"	11	21182031	-0.087979
"SNP_A-2195081"	11	21194273	0.102192
"SNP_A-4193851"	11	21213700	0.310964
"SNP_A-1803815"	11	21213924	-0.122231
"SNP_A-1900062"	11	21214935	0.849458
"SNP_A-4195963"	11	21215046	0.311089
"SNP_A-1867086"	11	21219036	0.373161
"SNP_A-1841053"	11	21225485	-0.175775
"SNP_A-2095611"	11	21229633	-0.051274
"SNP_A-4218468"	11	21229958	0.500896
"SNP_A-2106092"	11	21232950	-0.134313
"SNP_A-2174903"	11	21233729	0.013965
"SNP_A-2152320"	11	21233765	-0.101905
"SNP_A-2145478"	11	21239678	0.258761
"SNP_A-2255932"	11	21264775	0.410788
"SNP_A-4205527"	11	21277065	-0.472623
"SNP_A-4237774"	11	21277586	-0.004108
"SNP_A-2062958"	11	21290522	-0.040244
"SNP_A-4233148"	11	21312360	0.335972
"SNP_A-1951972"	11	21313391	-0.249054
"SNP_A-4214762"	11	21333114	0.190144
"SNP_A-4216265"	11	21350261	0.257459
"SNP_A-1810057"	11	21362202	0.077677
"SNP_A-2178997"	11	21363331	0.062927
"SNP_A-4199032"	11	21366981	0.012179
"SNP_A-1852868"	11	21367897	-0.2182
"SNP_A-2085091"	11	21374658	0.210742
"SNP_A-1894163"	11	21375322	0.301406
"SNP_A-1949492"	11	21375341	-0.510762
"SNP_A-1892054"	11	21382339	0.270866
"SNP_A-2064703"	11	21384088	0.077829
"SNP_A-1890073"	11	21399598	0.146291
"SNP_A-2001794"	11	21399735	0.054693
"SNP_A-2001795"	11	21427265	-0.28721
"SNP_A-2065440"	11	21439337	-0.060744
"SNP_A-2274639"	11	21448759	-0.239845
"SNP_A-1817974"	11	21448842	-0.153739
"SNP_A-2272340"	11	21448923	-0.051026
"SNP_A-2026409"	11	21450259	0.102642
"SNP_A-2252137"	11	21453082	-0.335565
"SNP_A-4232935"	11	21454006	0.126454
"SNP_A-4227817"	11	21454020	0.328585
"SNP_A-2055677"	11	21459570	0.323976
"SNP_A-2133464"	11	21472159	0.116556
"SNP_A-2032575"	11	21476978	0.15187
"SNP_A-2267799"	11	21483019	0.106788
"SNP_A-4207165"	11	21490388	0.175783
"SNP_A-2075374"	11	21493286	-0.150624
"SNP_A-2147105"	11	21502712	-0.02522
"SNP_A-2044215"	11	21513344	0.102527
"SNP_A-2231654"	11	21516670	-0.403734
"SNP_A-1926997"	11	21540723	0.133496
"SNP_A-2275329"	11	21562329	-0.027597
"SNP_A-1931106"	11	21593293	0.16018
"SNP_A-2100327"	11	21593531	0.099389
"SNP_A-2001797"	11	21594806	-0.351668
"SNP_A-2008420"	11	21595039	0.036969
"SNP_A-2285428"	11	21598152	0.031057
"SNP_A-4198282"	11	21598530	0.393578
"SNP_A-1876287"	11	21601620	0.080425
"SNP_A-1908577"	11	21610564	0.274393
"SNP_A-1783609"	11	21619838	0.566831
"SNP_A-2008426"	11	21623102	-0.00409
"SNP_A-2259694"	11	21636366	-0.19028
"SNP_A-4214764"	11	21641548	0.315628
"SNP_A-2008431"	11	21641808	0.155702
"SNP_A-1813771"	11	21694926	0.24959
"SNP_A-2158829"	11	21695027	0.216158
"SNP_A-4225978"	11	21698812	0.214748
"SNP_A-2155514"	11	21699343	-0.470264
"SNP_A-1956495"	11	21702334	0.080602
"SNP_A-1838326"	11	21709741	0.058771
"SNP_A-2008441"	11	21711009	0.037062
"SNP_A-4198037"	11	21733244	0.199701
"SNP_A-2045423"	11	21735800	0.203883
"SNP_A-4222413"	11	21736776	0.439098
"SNP_A-2281374"	11	21738752	0.29148
"SNP_A-2068697"	11	21740206	-0.218082
"SNP_A-2070433"	11	21740545	-0.120759
"SNP_A-2206971"	11	21742439	0.285124
"SNP_A-1864448"	11	21752855	0.139478
"SNP_A-1817124"	11	21753061	0.738172
"SNP_A-4238806"	11	21753350	-0.131769
"SNP_A-2261253"	11	21779213	0.325673
"SNP_A-1890338"	11	21779241	0.21617
"SNP_A-2277143"	11	21779393	0.231079
"SNP_A-4205065"	11	21784474	-0.160652
"SNP_A-1793500"	11	21786959	0.146608
"SNP_A-2008449"	11	21802706	-0.001682
"SNP_A-2008450"	11	21803230	-0.101726
"SNP_A-4199842"	11	21803385	0.165937
"SNP_A-1950962"	11	21803470	-0.018305
"SNP_A-2008451"	11	21807233	0.197001
"SNP_A-1905454"	11	21811347	-0.190753
"SNP_A-1797706"	11	21812029	0.072525
"SNP_A-1843385"	11	21817754	-0.139412
"SNP_A-2033825"	11	21817894	0.112327
"SNP_A-1816369"	11	21818153	-0.050905
"SNP_A-1860664"	11	21819917	0.137226
"SNP_A-2152514"	11	21825925	-0.186667
"SNP_A-2074175"	11	21843685	0.038844
"SNP_A-1932732"	11	21844210	0.027134
"SNP_A-1925743"	11	21879703	0.104794
"SNP_A-2008456"	11	21881475	0.393045
"SNP_A-1908329"	11	21889104	0.115279
"SNP_A-4214769"	11	21902165	0.024222
"SNP_A-1782157"	11	21902827	0.025197
"SNP_A-2228278"	11	21909859	-0.096353
"SNP_A-2223058"	11	21910098	0.744398
"SNP_A-1937856"	11	21910263	0.149957
"SNP_A-2106545"	11	21913033	0.481941
"SNP_A-2061844"	11	21925344	0.418439
"SNP_A-2189734"	11	21925423	0.244172
"SNP_A-2210301"	11	21927524	-0.047537
"SNP_A-2274266"	11	21938258	-0.111003
"SNP_A-4194681"	11	21938969	0.204737
"SNP_A-4226390"	11	21938984	-0.004014
"SNP_A-4239447"	11	21958561	0.314403
"SNP_A-2157359"	11	21962956	-0.077987
"SNP_A-1927400"	11	21963504	-0.144844
"SNP_A-1780329"	11	21963539	-0.184253
"SNP_A-2188333"	11	21963604	0.591998
"SNP_A-1822955"	11	21973246	0.010463
"SNP_A-1958431"	11	21982348	0.025751
"SNP_A-2129005"	11	21993764	0.035413
"SNP_A-1808405"	11	21994021	0.115212
"SNP_A-2246903"	11	22012581	-0.006771
"SNP_A-2057239"	11	22012627	0.160869
"SNP_A-2008470"	11	22013130	0.4034
"SNP_A-2008471"	11	22013318	0.168451
"SNP_A-4214770"	11	22016455	0.095042
"SNP_A-2197860"	11	22054215	0.624149
"SNP_A-4196367"	11	22070669	-0.014462
"SNP_A-1930522"	11	22075815	0.188212
"SNP_A-2001803"	11	22077299	0.114719
"SNP_A-2168421"	11	22091947	0.253971
"SNP_A-2093852"	11	22146585	0.016263
"SNP_A-2094913"	11	22164071	0.032958
"SNP_A-4198874"	11	22168063	-0.344164
"SNP_A-2257122"	11	22172852	0.428837
"SNP_A-1826397"	11	22173379	-0.443287
"SNP_A-4236499"	11	22188941	0.30483
"SNP_A-2121812"	11	22189642	-0.285528
"SNP_A-2165950"	11	22198761	0.436636
"SNP_A-4239553"	11	22206188	-0.466575
"SNP_A-1912854"	11	22209477	0.146399
"SNP_A-2189881"	11	22228446	0.293666
"SNP_A-2001808"	11	22242002	0.838377
"SNP_A-2278256"	11	22246432	-0.001378
"SNP_A-4198742"	11	22246791	-0.104049
"SNP_A-4214771"	11	22300731	-0.110063
"SNP_A-4219314"	11	22308044	0.11261
"SNP_A-2214794"	11	22323285	-0.065341
"SNP_A-2173397"	11	22323862	0.144801
"SNP_A-2278046"	11	22326684	-0.200942
"SNP_A-1804229"	11	22327407	-0.473951
"SNP_A-4223362"	11	22335673	0.135633
"SNP_A-4220143"	11	22335684	-0.362243
"SNP_A-1873604"	11	22335760	0.056976
"SNP_A-4214772"	11	22338793	-0.104929
"SNP_A-1923859"	11	22344321	0.240257
"SNP_A-1836757"	11	22363096	0.113285
"SNP_A-1788401"	11	22363164	-0.030453
"SNP_A-1884822"	11	22363786	0.348568
"SNP_A-2008488"	11	22366551	-0.183521
"SNP_A-2091288"	11	22368178	-0.075099
"SNP_A-2194184"	11	22368441	0.237358
"SNP_A-2291320"	11	22382647	0.12929
"SNP_A-2008493"	11	22396289	0.182519
"SNP_A-2062938"	11	22400068	0.166059
"SNP_A-4197538"	11	22407471	0.085749
"SNP_A-1787616"	11	22414025	-0.049767
"SNP_A-1946119"	11	22418269	0.324087
"SNP_A-2008499"	11	22421289	0.200409
"SNP_A-2008500"	11	22422329	0.28471
"SNP_A-2008502"	11	22422628	0.358906
"SNP_A-4229194"	11	22422940	0.44346
"SNP_A-2001811"	11	22428493	-0.050271
"SNP_A-4223961"	11	22429718	-0.414864
"SNP_A-4176967"	11	22438009	0.491862
"SNP_A-2008504"	11	22438325	0.035377
"SNP_A-4230041"	11	22438766	0.34563
"SNP_A-1808080"	11	22452671	-0.297349
"SNP_A-2068341"	11	22452794	-0.377703
"SNP_A-2110240"	11	22452835	-0.198664
"SNP_A-4214775"	11	22457941	0.248339
"SNP_A-4214776"	11	22458022	0.10396
"SNP_A-1848399"	11	22482959	0.256896
"SNP_A-1853305"	11	22483190	0.185759
"SNP_A-4238509"	11	22483326	0.05302
"SNP_A-2269674"	11	22490013	0.343182
"SNP_A-4192913"	11	22490129	0.14065
"SNP_A-2229883"	11	22500620	-0.024801
"SNP_A-1912219"	11	22500991	-0.22549
"SNP_A-2260718"	11	22511198	-0.116248
"SNP_A-2152016"	11	22516203	0.511898
"SNP_A-2259921"	11	22516533	-0.077674
"SNP_A-1836837"	11	22532779	0.214791
"SNP_A-4214777"	11	22533394	0.101344
"SNP_A-2093796"	11	22535218	0.153152
"SNP_A-4214778"	11	22538466	-0.084248
"SNP_A-1907513"	11	22539564	-0.342308
"SNP_A-2026784"	11	22542321	0.006131
"SNP_A-1785833"	11	22547587	-0.072945
"SNP_A-2257145"	11	22553069	-0.213639
"SNP_A-2143796"	11	22568011	0.246531
"SNP_A-1869917"	11	22577548	0.313184
"SNP_A-4193227"	11	22578378	-0.031794
"SNP_A-4226238"	11	22588148	-0.130605
"SNP_A-2008524"	11	22588186	-0.06299
"SNP_A-1826180"	11	22588282	0.133471
"SNP_A-2060993"	11	22595154	-0.104782
"SNP_A-2085284"	11	22599564	0.405189
"SNP_A-4228927"	11	22599965	0.100286
"SNP_A-2155698"	11	22603942	0.178154
"SNP_A-4218154"	11	22616911	-0.189715
"SNP_A-2057414"	11	22617757	0.241583
"SNP_A-2254303"	11	22651556	-0.378042
"SNP_A-2206797"	11	22651741	0.08136
"SNP_A-1898375"	11	22653268	-0.043299
"SNP_A-2008529"	11	22658383	-0.03755
"SNP_A-4214779"	11	22658533	-0.058089
"SNP_A-2052612"	11	22667697	0.054412
"SNP_A-4204143"	11	22673696	-0.197244
"SNP_A-2095375"	11	22673795	-0.036306
"SNP_A-4219649"	11	22677754	0.165268
"SNP_A-2054733"	11	22678065	0.293655
"SNP_A-1783512"	11	22678121	-0.315486
"SNP_A-1802721"	11	22683924	0.172284
"SNP_A-1781654"	11	22684340	0.099387
"SNP_A-2151044"	11	22686040	0.275002
"SNP_A-1888841"	11	22701706	-0.005331
"SNP_A-2025086"	11	22702469	0.107741
"SNP_A-4206076"	11	22705510	-0.124996
"SNP_A-1875732"	11	22708668	0.099113
"SNP_A-2240482"	11	22732545	0.23077
"SNP_A-1944081"	11	22735391	0.057325
"SNP_A-2051582"	11	22736669	0.18692
"SNP_A-1942731"	11	22747269	0.047078
"SNP_A-1822543"	11	22748058	-0.087738
"SNP_A-2166420"	11	22752540	-0.075913
"SNP_A-4204082"	11	22766163	0.125563
"SNP_A-1813517"	11	22769111	-0.157965
"SNP_A-2172374"	11	22785046	-0.083303
"SNP_A-2027239"	11	22785182	0.247324
"SNP_A-2079788"	11	22791583	0.061014
"SNP_A-4225768"	11	22791645	0.069106
"SNP_A-1930943"	11	22799571	0.039579
"SNP_A-2180272"	11	22799731	-0.418177
"SNP_A-2117878"	11	22804061	-0.140301
"SNP_A-2153193"	11	22806411	-0.209655
"SNP_A-1842479"	11	22806528	-0.414823
"SNP_A-2193651"	11	22820102	-0.11518
"SNP_A-4230135"	11	22820216	0.125158
"SNP_A-2279216"	11	22820234	-0.048528
"SNP_A-4222445"	11	22840459	0.338285
"SNP_A-4214781"	11	22850700	0.012759
"SNP_A-2261828"	11	22860562	-0.256099
"SNP_A-1823131"	11	22862271	-0.642109
"SNP_A-2084034"	11	22862660	-0.023135
"SNP_A-2169995"	11	22862861	-0.141968
"SNP_A-4232802"	11	22863000	-0.198375
"SNP_A-1782088"	11	22866627	0.370888
"SNP_A-4214782"	11	22872472	0.055843
"SNP_A-1893157"	11	22880361	-0.025555
"SNP_A-4239640"	11	22884748	0.274339
"SNP_A-2302241"	11	22898963	-0.279499
"SNP_A-1917219"	11	22902725	-0.964977
"SNP_A-2117537"	11	22918037	0.142649
"SNP_A-1941147"	11	22957547	0.22482
"SNP_A-4202266"	11	22957806	0.141235
"SNP_A-1951920"	11	22957955	0.127501
"SNP_A-2242816"	11	22961333	-0.570585
"SNP_A-1934692"	11	22961559	-0.110817
"SNP_A-1917134"	11	22962322	-0.0475
"SNP_A-2035306"	11	22963437	0.139961
"SNP_A-4221981"	11	22991769	0.392354
"SNP_A-1841894"	11	22992639	0.117933
"SNP_A-1943322"	11	23001950	0.543575
"SNP_A-2029176"	11	23003121	0.145685
"SNP_A-2263946"	11	23017927	0.34809
"SNP_A-2247770"	11	23018086	0.166995
"SNP_A-4216371"	11	23022601	0.293091
"SNP_A-4233982"	11	23025320	-0.175176
"SNP_A-4234244"	11	23030718	0.238907
"SNP_A-2126970"	11	23041477	-0.412251
"SNP_A-2249674"	11	23041554	0.115824
"SNP_A-1827972"	11	23045351	0.152549
"SNP_A-2087182"	11	23050263	0.052643
"SNP_A-2276225"	11	23051134	0.132584
"SNP_A-2166447"	11	23051421	-0.378772
"SNP_A-2091508"	11	23052447	-0.586306
"SNP_A-2287477"	11	23052973	0.083527
"SNP_A-2027194"	11	23053829	-0.311196
"SNP_A-1851610"	11	23074401	0.100988
"SNP_A-1892776"	11	23074872	0.213802
"SNP_A-4227079"	11	23076788	0.052618
"SNP_A-1924467"	11	23076823	0.015451
"SNP_A-2131141"	11	23079180	-0.215887
"SNP_A-2273073"	11	23081950	0.179008
"SNP_A-2134015"	11	23082019	0.007879
"SNP_A-4230182"	11	23093186	-0.010551
"SNP_A-1893450"	11	23096117	0.10318
"SNP_A-2032799"	11	23105377	-0.138968
"SNP_A-1892332"	11	23118256	-0.224308
"SNP_A-1858762"	11	23118523	0.081772
"SNP_A-2207618"	11	23120666	0.077296
"SNP_A-1825396"	11	23121145	-0.443823
"SNP_A-1824026"	11	23121527	0.114795
"SNP_A-4225000"	11	23122915	0.212688
"SNP_A-4204072"	11	23122931	0.029841
"SNP_A-4205559"	11	23122944	-0.394791
"SNP_A-2174764"	11	23133591	-0.220773
"SNP_A-2027111"	11	23145664	-0.11586
"SNP_A-2235245"	11	23147948	-0.061497
"SNP_A-2175577"	11	23148591	-0.1698
"SNP_A-2225948"	11	23148811	0.091448
"SNP_A-1875771"	11	23153846	0.337714
"SNP_A-2265634"	11	23153863	0.3158
"SNP_A-4217968"	11	23153938	0.057248
"SNP_A-2029200"	11	23154213	-0.296593
"SNP_A-4214783"	11	23157081	-0.050816
"SNP_A-4193251"	11	23157485	-0.126753
"SNP_A-4238192"	11	23169551	-0.003008
"SNP_A-1801751"	11	23178655	0.282458
"SNP_A-2008592"	11	23180811	0.242135
"SNP_A-2008593"	11	23181998	0.275968
"SNP_A-2008594"	11	23182214	-0.806765
"SNP_A-4192867"	11	23192822	-0.067625
"SNP_A-2233601"	11	23203347	0.329381
"SNP_A-2129577"	11	23203388	-0.010227
"SNP_A-1934866"	11	23207906	0.273102
"SNP_A-2058435"	11	23208131	-0.243166
"SNP_A-1838835"	11	23208414	0.160197
"SNP_A-2277862"	11	23208848	0.375774
"SNP_A-4201768"	11	23231256	-0.268453
"SNP_A-2296887"	11	23231513	-0.061101
"SNP_A-2290799"	11	23231843	-0.610443
"SNP_A-4224998"	11	23241255	-0.331595
"SNP_A-2279507"	11	23256734	-0.132475
"SNP_A-1899746"	11	23258685	0.1516
"SNP_A-4223246"	11	23258897	0.558625
"SNP_A-4217765"	11	23262050	0.549288
"SNP_A-1907106"	11	23262078	0.674362
"SNP_A-2146909"	11	23268770	0.00111
"SNP_A-2161878"	11	23269339	-0.023145
"SNP_A-2160924"	11	23269377	-0.02543
"SNP_A-1817066"	11	23286060	0.374634
"SNP_A-2008609"	11	23296361	0.224719
"SNP_A-2008610"	11	23296538	0.271744
"SNP_A-2076709"	11	23308799	0.122863
"SNP_A-2001818"	11	23320437	0.056011
"SNP_A-2050791"	11	23320500	0.225153
"SNP_A-2281640"	11	23363515	0.210721
"SNP_A-2290225"	11	23363590	0.621638
"SNP_A-2226359"	11	23363859	0.09394
"SNP_A-1902111"	11	23364379	0.140285
"SNP_A-4202031"	11	23370382	0.038201
"SNP_A-2246779"	11	23372921	0.134997
"SNP_A-1807528"	11	23373804	0.01697
"SNP_A-1803640"	11	23374759	-0.107836
"SNP_A-1934034"	11	23377508	0.044547
"SNP_A-1874399"	11	23377994	0.384951
"SNP_A-1951869"	11	23379022	-0.408363
"SNP_A-2152290"	11	23416687	0.646363
"SNP_A-1823027"	11	23421204	-0.099614
"SNP_A-2001821"	11	23421835	-0.154877
"SNP_A-4214784"	11	23422881	0.536604
"SNP_A-1878247"	11	23426136	0.094119
"SNP_A-4196379"	11	23426497	-0.144953
"SNP_A-2225631"	11	23426531	0.118818
"SNP_A-1952384"	11	23451453	-0.223178
"SNP_A-4196093"	11	23451963	-0.113465
"SNP_A-2044667"	11	23452158	-0.012554
"SNP_A-2077407"	11	23454884	0.468112
"SNP_A-2101455"	11	23455100	-0.077527
"SNP_A-2141212"	11	23455815	0.009505
"SNP_A-2186881"	11	23456097	0.074132
"SNP_A-1808648"	11	23459728	-0.031069
"SNP_A-4193700"	11	23459754	-0.661138
"SNP_A-1941157"	11	23473340	-0.581043
"SNP_A-1905388"	11	23474981	0.077132
"SNP_A-1943766"	11	23476495	-0.143641
"SNP_A-2169855"	11	23476525	0.324044
"SNP_A-2028497"	11	23476861	-0.01581
"SNP_A-2133467"	11	23486797	0.18982
"SNP_A-2306231"	11	23487641	0.201259
"SNP_A-1780813"	11	23487705	0.121414
"SNP_A-2044949"	11	23487888	0.450771
